id,State,467,473,480,487,494
2,California,0,2300.15123011307,2852.60537218528,1782.83284154621,1376.02367389822
17,Colorado,0,212.0748572083,208.256236589437,178.463143553973,1376.02367389822
33,Connecticut,0,415.536555438086,451.085356068977,415.881520067781,1376.02367389822
13,Georgia,0,235.794550390001,221.796259561333,243.257159516468,1376.02367389822
18,Maryland,0,294.845366830128,282.102951331272,234.399731509514,1376.02367389822
37,Michigan,0,349.601050746401,341.379311956844,346.206823702373,1376.02367389822
24,Minnesota,0,319.970326534901,301.334174407678,263.122146054815,1376.02367389822
42,New Mexico,0,319.392706667221,296.37111428144,253.572052568813,1376.02367389822
11,New York,0,1128.03827551041,894.844766553295,791.087932870383,1376.02367389822
36,Ohio,0,1118.45978431062,1466.81172829809,2008.47441836424,1376.02367389822
9,Oregon,0,449.014380075691,372.223215622857,325.751350931425,1376.02367389822
20,Tennessee,0,526.946748719226,577.334227388089,538.713756670923,1376.02367389822
US,US,0,25307.4677483999,23359.4538257045,23268.6137214195,1376.02367389822
