id,State,439,445,452,459,466
2,California,0,741.298338225558,853.979920328333,983.240795268906,1083.68724155514
17,Colorado,0,41.8599980613883,41.5256285401419,43.7382112558611,1083.68724155514
33,Connecticut,0,70.0001356575585,71.8530776378092,65.3087893187834,1083.68724155514
13,Georgia,0,141.242511362162,71.4422594187527,133.89656263409,1083.68724155514
18,Maryland,0,152.615864323245,146.286053858195,133.17964395416,1083.68724155514
37,Michigan,0,74.163176224909,87.5825498857317,94.1019141270352,1083.68724155514
24,Minnesota,0,95.1652137757229,92.047073298621,102.055852955005,1083.68724155514
42,New Mexico,0,119.128670193763,104.449130541199,92.148187876652,1083.68724155514
11,New York,0,214.124774152431,197.698424105663,227.193058495705,1083.68724155514
36,Ohio,0,74.1076503526248,161.406419285238,317.544275490081,1083.68724155514
9,Oregon,0,46.3144103256729,40.3323037821125,37.9907426413197,1083.68724155514
20,Tennessee,0,202.018494409542,177.19060727231,166.413317842329,1083.68724155514
US,US,0,8829.91406140345,8287.47948678067,8893.21398818821,1083.68724155514
