id,State,488,494,501,508,515
2,California,0,1100.03081107919,916.287636838092,576.401821673795,267.078666719637
17,Colorado,0,296.574974660242,283.816341636013,253.490088052859,267.078666719637
33,Connecticut,0,200.176548096358,168.121945114636,182.600996196801,267.078666719637
13,Georgia,0,129.609212246083,124.312285935987,139.619469186535,267.078666719637
18,Maryland,0,219.056000976193,215.93274686898,198.022545703313,267.078666719637
37,Michigan,0,651.761835399994,591.363867783259,455.723914600669,267.078666719637
24,Minnesota,0,156.478986839597,152.381734810817,144.350462063851,267.078666719637
42,New Mexico,0,197.264628146178,180.622740720057,156.542394189617,267.078666719637
11,New York,0,887.446466419181,799.870107511655,571.635094413546,267.078666719637
36,Ohio,0,450.406888238967,259.878757335187,172.638762841704,267.078666719637
9,Oregon,0,296.21021980378,228.290954529349,164.325032600085,267.078666719637
20,Tennessee,0,170.855318480228,134.99478179795,92.6562406679711,267.078666719637
US,US,0,16046.7521217732,12590.7072788386,8758.74997650585,267.078666719637
