id,State,474,480,487,494,501
2,California,0,1804.04298658242,1198.65024873228,894.409640458907,644.444831354954
17,Colorado,0,162.157208500295,150.748316850276,132.071224153338,644.444831354954
33,Connecticut,0,262.264235154734,255.437577859708,219.538333499063,644.444831354954
13,Georgia,0,70.1879871421791,73.3348363856925,57.4142624927633,644.444831354954
18,Maryland,0,227.424595061892,216.152563818546,205.976406127317,644.444831354954
37,Michigan,0,614.825959303356,580.565777289237,484.80120244839,644.444831354954
24,Minnesota,0,240.52599578977,221.038425680346,211.057178794654,644.444831354954
42,New Mexico,0,222.22788404156,187.422994324497,163.427342152192,644.444831354954
11,New York,0,1018.78409154139,968.35951356268,772.333537785828,644.444831354954
36,Ohio,0,1656.69000633524,2151.7866418862,971.588060050885,644.444831354954
9,Oregon,0,534.308113030381,444.658275805897,340.717024938994,644.444831354954
20,Tennessee,0,113.850776258361,119.109631794796,97.75689138703,644.444831354954
US,US,0,23366.5530551854,22938.8263161412,16286.0348932494,644.444831354954
