id,State,dummy,200,207,214,221
US,US,0,2343,2343,2343,2343
47,Alabama,0,32,32,32,32
45,Alaska,0,2,2,2,2
3,Arizona,0,85,85,85,85
39,Arkansas,0,64,64,64,64
2,California,0,55,55,55,55
17,Colorado,0,38,38,38,38
33,Connecticut,0,3,3,3,3
40,Delaware,0,7,7,7,7
28,District of Columbia,0,4,4,4,4
10,Florida,0,65,65,65,65
13,Georgia,0,61,61,61,61
21,Hawaii,0,0,0,0,0
48,Idaho,0,16,16,16,16
1,Illinois,0,37,37,37,37
22,Indiana,0,106,106,106,106
34,Iowa,0,62,62,62,62
29,Kansas,0,48,48,48,48
23,Kentucky,0,39,39,39,39
35,Louisiana,0,30,30,30,30
46,Maine,0,4,4,4,4
18,Maryland,0,17,17,17,17
4,Massachusetts,0,38,38,38,38
37,Michigan,0,87,87,87,87
24,Minnesota,0,44,44,44,44
41,Mississippi,0,41,41,41,41
30,Missouri,0,70,70,70,70
49,Montana,0,14,14,14,14
7,Nebraska,0,37,37,37,37
19,Nevada,0,27,27,27,27
14,New Hampshire,0,17,17,17,17
16,New Jersey,0,40,40,40,40
42,New Mexico,0,8,8,8,8
11,New York,0,54,54,54,54
15,North Carolina,0,63,63,63,63
43,North Dakota,0,5,5,5,5
36,Ohio,0,88,88,88,88
25,Oklahoma,0,133,133,133,133
9,Oregon,0,8,8,8,8
26,Pennsylvania,0,86,86,86,86
12,Rhode Island,0,0,0,0,0
27,South Carolina,0,19,19,19,19
38,South Dakota,0,16,16,16,16
20,Tennessee,0,35,35,35,35
6,Texas,0,480,480,480,480
8,Utah,0,14,14,14,14
31,Vermont,0,0,0,0,0
32,Virginia,0,31,31,31,31
0,Washington,0,21,21,21,21
53,West Virginia,0,27,27,27,27
5,Wisconsin,0,40,40,40,40
44,Wyoming,0,6,6,6,6
50,Puerto Rico,0,19,19,19,19
51,Virgin Islands,0,0,0,0,0
