id,State,dummy,235,242,249,256
47,Alabama,0,19.6,19.1262830407765,18.5633988281459,19.48
45,Alaska,0,2,1.9779,2,2.0373
3,Arizona,0,91.754,89,82.2,80
39,Arkansas,0,45.9,42,40.2,37
2,California,0,96.2332526193528,90,90.369,91.528
17,Colorado,0,130.537945694672,132.297667542002,121.950779712383,120.299552875829
33,Connecticut,0,63.636078,61.551117,53.530605,51.8462913219508
40,Delaware,0,34.1040974268097,38.3919827090412,34.47583,28.6641
28,District of Columbia,0,1.84595,2,2.09,1.95
10,Florida,0,132,132,132,126.2447
13,Georgia,0,40.557,39.7666173302609,40.1410706227992,38.023940819887
21,Hawaii,0,12.211104,8.8,11.935632,12
48,Idaho,0,19.1568779804523,18.992016581471,19,18.8232902642785
1,Illinois,0,83.143521023477,76,69.2,61.4724
22,Indiana,0,78.7,70.66,71,68
34,Iowa,0,23.4363,23.8,22,20.6
29,Kansas,0,24.7101783752441,25,23,21.7758646011353
23,Kentucky,0,76,69,68.13,64.3293
35,Louisiana,0,36.805,37.5244,35,32
46,Maine,0,12.2722279471989,11.48,10.32,9.68590247436483
18,Maryland,0,43.5409638100922,39.9278520189527,40,39.2610154497043
4,Massachusetts,0,158.1,153.87,143,134
37,Michigan,0,138.8,127.566165772711,113.015990114656,108.1
24,Minnesota,0,33.1,32.222225189209,29.6872148907485,29.6600048192643
41,Mississippi,0,23.860297586535,22.550154,19.1695566177368,18.4112909843735
30,Missouri,0,78,79,76.909546,73.2650648674735
49,Montana,0,17,14.6244621620389,15.1849807000575,14.0557247139098
7,Nebraska,0,27.699844,25.7,23.69,24
19,Nevada,0,95,85.8642465195715,85.8409111202754,79.6
14,New Hampshire,0,16.358250144699,15.9595015300695,16,15.2430935796047
16,New Jersey,0,120,122,117.083696911256,116.891119092853
42,New Mexico,0,28,26.553,26.979,23.4295674225258
11,New York,0,226.59421,243.44581287395,242.857920990403,243.00798232006
15,North Carolina,0,64.0143280029297,51.2359848022461,50.921,37
43,North Dakota,0,4.251,4.17652081960579,3.876,3.743
36,Ohio,0,116.098,113,108.34135,107.1661
25,Oklahoma,0,98.02,102.012546696796,88.9657,80.1818780102375
9,Oregon,0,13.7,13.8899,13.539,14
26,Pennsylvania,0,194.873518992317,190.5732,173.485865389715,165.54
12,Rhode Island,0,8.5557,10.84676,8.68974805060548,8.3
27,South Carolina,0,32.843,30,30,29
38,South Dakota,0,4.5,4.088,3.4,3
20,Tennessee,0,39,38.6,38,34.5
6,Texas,0,330,306.558705796064,276,253
8,Utah,0,16,15.6839730280354,14.816,14.6012706001066
31,Vermont,0,8,8,7.1756196,6.66
32,Virginia,0,57.49,58.33,57.406,56.101
0,Washington,0,35.088627,36.808141708374,31.1344621640796,34.436399587472
53,West Virginia,0,46.508,44.848,43.2269,41.0674
5,Wisconsin,0,58,58.6932971780377,54.367557896052,54.1
44,Wyoming,0,6.226691,6,5.78039721759438,5.79140733379179
50,Puerto Rico,0,47.581793,46.483315,41.553479,41.34875
51,Virgin Islands,0,0,0,0,0
US,US,0,3359.18262718676,3233.17566732296,3145.43076156273,2979.04373063081
