id,State,418,424,431,438,445
45,Alaska,0,1.51433560411235e-25,5.0459704739211e-25,7.87676874306082e-25,9.02073600106465e-26
47,Alabama,0,9.35511976045411e-15,1.0953239861335e-13,3.70519316183343e-13,9.02073600106465e-26
39,Arkansas,0,4.40371317546767e-16,3.75910579248663e-14,2.28068377985252e-13,9.02073600106465e-26
3,Arizona,0,7.55860391656806e-42,2.62883591907336e-42,5.07270044085584e-43,9.02073600106465e-26
2,California,0,0,0,0,9.02073600106465e-26
17,Colorado,0,0,0,0,9.02073600106465e-26
33,Connecticut,0,0,0,0,9.02073600106465e-26
28,District of Columbia,0,5.992518757639e-23,5.13223009465595e-22,2.38944286971083e-21,9.02073600106465e-26
40,Delaware,0,1.14664680915028e-28,8.11761656707234e-29,6.80579646884282e-29,9.02073600106465e-26
10,Florida,0,0,0,0,9.02073600106465e-26
13,Georgia,0,0,0,0,9.02073600106465e-26
21,Hawaii,0,1.06880212576405e-25,1.50111281622665e-25,9.58192758147483e-25,9.02073600106465e-26
34,Iowa,0,9.52882955740876e-44,3.0828566215146e-44,1.12103877145985e-44,9.02073600106465e-26
48,Idaho,0,3.22136492879952e-27,1.83840740621552e-27,2.3686722726155e-26,9.02073600106465e-26
1,Illinois,0,4.63090460332137e-24,6.03081637686567e-23,8.57099109016621e-24,9.02073600106465e-26
22,Indiana,0,6.08580202668704e-21,6.14942404189019e-19,2.5686813447246e-17,9.02073600106465e-26
29,Kansas,0,4.19892894701559e-23,1.68886335052778e-22,1.71196170270363e-22,9.02073600106465e-26
23,Kentucky,0,1.20013722220152e-19,3.12456764402974e-18,1.37196041981196e-18,9.02073600106465e-26
35,Louisiana,0,6.88377472378976e-18,7.19882581610691e-17,1.98559822369018e-16,9.02073600106465e-26
4,Massachusetts,0,2.47245101045471e-41,8.23963497022992e-42,2.25328793063431e-42,9.02073600106465e-26
18,Maryland,0,0,0,0,9.02073600106465e-26
46,Maine,0,1.60071124498365e-29,1.08297974806794e-29,8.95994670422751e-30,9.02073600106465e-26
37,Michigan,0,0,0,0,9.02073600106465e-26
24,Minnesota,0,0,0,0,9.02073600106465e-26
30,Missouri,0,1.39720475786647e-28,6.15410992391079e-29,2.70175290573785e-29,9.02073600106465e-26
41,Mississippi,0,7.05909213910277e-20,7.06572302568815e-19,1.35150004532191e-17,9.02073600106465e-26
49,Montana,0,3.58406233927296e-30,2.32600991688734e-30,1.91346970426852e-30,9.02073600106465e-26
15,North Carolina,0,3.39158173729097e-26,1.20587447339573e-25,4.39415923658075e-26,9.02073600106465e-26
43,North Dakota,0,2.50564074945268e-23,5.99320778030805e-22,7.00628845077733e-22,9.02073600106465e-26
7,Nebraska,0,7.89674770489747e-32,3.16560040929267e-32,2.5973953572662e-31,9.02073600106465e-26
14,New Hampshire,0,1.28147237750146e-28,9.31122609458092e-29,7.69129512199522e-29,9.02073600106465e-26
16,New Jersey,0,1.64736836761172e-24,8.89027603345194e-25,7.73143443330162e-25,9.02073600106465e-26
42,New Mexico,0,6.69116060465459e-30,5.54285195870354e-30,6.27263721982963e-30,9.02073600106465e-26
19,Nevada,0,3.45381908789022e-27,3.09751915928366e-27,3.32103661824642e-27,9.02073600106465e-26
11,New York,0,1.26453173420671e-39,5.20812192444819e-40,5.75277861156196e-40,9.02073600106465e-26
36,Ohio,0,0,0,0,9.02073600106465e-26
25,Oklahoma,0,7.60459851230326e-34,2.57697198046039e-34,7.8921278743455e-35,9.02073600106465e-26
9,Oregon,0,0,0,0,9.02073600106465e-26
26,Pennsylvania,0,1.56528550301213e-27,9.72547798090449e-24,1.12787015581627e-22,9.02073600106465e-26
50,Puerto Rico,0,5.96072966850612e-18,6.5926931749548e-18,2.88745127563967e-17,9.02073600106465e-26
12,Rhode Island,0,8.97952055939343e-42,4.25434213769014e-42,2.88667483650912e-42,9.02073600106465e-26
27,South Carolina,0,2.44250072220417e-19,1.13489813352432e-19,7.1722028840148e-19,9.02073600106465e-26
38,South Dakota,0,3.01936905903795e-25,3.09682533916934e-25,1.96158902110117e-24,9.02073600106465e-26
20,Tennessee,0,0,0,0,9.02073600106465e-26
6,Texas,0,0,7.67792167820839e-38,3.303880862746e-32,9.02073600106465e-26
8,Utah,0,0,0,0,9.02073600106465e-26
32,Virginia,0,1.98369028197649e-16,1.21156585808292e-15,3.71171972009861e-14,9.02073600106465e-26
51,Virgin Islands,0,1.77681562127173e-20,1.62924789246197e-20,1.41817434147574e-20,9.02073600106465e-26
31,Vermont,0,5.46172707112944e-23,5.07723853784412e-22,2.58932613719351e-21,9.02073600106465e-26
0,Washington,0,1.28497049070307e-31,1.85382641395158e-31,2.98353594159607e-30,9.02073600106465e-26
5,Wisconsin,0,5.81254747605405e-27,5.8990163379532e-27,7.64394738616692e-27,9.02073600106465e-26
53,West Virginia,0,5.98882277390408e-21,6.04628185733518e-20,3.22109533051525e-19,9.02073600106465e-26
44,Wyoming,0,5.52638274201008e-23,1.29088249372925e-21,4.77650921074771e-21,9.02073600106465e-26
US,US,0,0,0,0,9.02073600106465e-26
