id,State,dummy,291,298,305,312
0,Washington,0,56.8,54.8,50.8,35.8
1,Illinois,0,27.5,22.9,32.8,35.4
2,California,0,434.9,388.5,356.6,347.7
3,Arizona,0,114.2,79,76.5,64.4
4,Massachusetts,0,49,43.5,39.7,42.9
5,Wisconsin,0,13.6,21.6,21.6,15.9
6,Texas,0,123,116.3,116,152.9
7,Nebraska,0,4.9,3.9,4.6,5.2
8,Utah,0,5,0.4,3.6,4.3
9,Oregon,0,16.6,16.3,13,14.1
10,Florida,0,568.9,444.8,391.2,532.7
11,New York,0,88.9,83.9,57.5,67.9
12,Rhode Island,0,1.7,2.3,2.5,1.9
13,Georgia,0,41.3,39.9,33.2,26
14,New Hampshire,0,3.8,3.5,5.1,9.4
15,North Carolina,0,25.2,32.5,39.6,30
16,New Jersey,0,45.3,36.8,29.5,31.5
17,Colorado,0,39.5,35.2,33.1,39.7
18,Maryland,0,12.8,22.7,33.3,25.8
19,Nevada,0,102.6,90.4,81.1,89
20,Tennessee,0,21.7,21.1,26.7,28
21,Hawaii,0,3.5,4.6,5,7.7
22,Indiana,0,14.2,19.9,26.9,22.8
23,Kentucky,0,27.1,20.2,20.1,31
24,Minnesota,0,1.4,3.8,5.9,5.6
25,Oklahoma,0,28,27.1,24.2,16.5
26,Pennsylvania,0,49.6,47.9,62.1,77.6
27,South Carolina,0,35.8,30.9,32.3,33.7
28,District of Columbia,0,0.2,1.7,2.1,1.3
29,Kansas,0,2.7,2.8,4,2.5
30,Missouri,0,18.7,18.9,20.3,21.8
31,Vermont,0,1.7,1.6,1.9,2
32,Virginia,0,44.4,38.7,34.1,41.7
33,Connecticut,0,29.1,39.6,25.1,27.2
34,Iowa,0,13,13,8.5,9.6
35,Louisiana,0,20.9,23,24.7,27.2
36,Ohio,0,31.6,38.5,46.2,40.7
37,Michigan,0,31.5,28.8,49.1,52.8
38,South Dakota,0,2.3,1.9,2.3,1.8
39,Arkansas,0,23.8,24.1,22.9,22
40,Delaware,0,6.8,7.4,7.8,9.3
41,Mississippi,0,14,13.9,14.1,20.2
42,New Mexico,0,29.2,26.1,20.8,18.6
43,North Dakota,0,0.4,0.9,0.8,1.8
44,Wyoming,0,6.3,5.4,6.6,5.7
45,Alaska,0,5.8,4.3,5.1,3.3
46,Maine,0,9,8.5,9.2,9.6
47,Alabama,0,22.3,25.5,29,21.3
48,Idaho,0,4.9,4.4,7.1,7.7
49,Montana,0,12.2,11,9.7,9
50,Puerto Rico,0,20.7,19.3,12.8,12.7
51,Virgin Islands,0,0,0,0,0
53,West Virginia,0,14.4,15.2,15.9,18.1
US,US,0,2323.1,2089.4,2004.6,2183.4
