id,State,dummy,249,256,263,270
0,Washington,0,32.6,44.6,44.7,43.6
1,Illinois,0,107.7,114,114,117.5
2,California,0,282.2,287.9,330.5,363.4
3,Arizona,0,185.4,202.2,219.7,206.8
4,Massachusetts,0,239.1,277.9,312.2,356
5,Wisconsin,0,73.8,67.7,69.2,90.2
6,Texas,0,203,203,197.3,186.4
7,Nebraska,0,14.6,18.1,13.9,12.7
8,Utah,0,3.7,3.2,5.7,4.5
9,Oregon,0,21.4,29.2,30.7,41.7
10,Florida,0,190.2,215.2,246.2,207.1
11,New York,0,300.2,342,315.8,214.4
12,Rhode Island,0,7.7,8.6,9.2,9.1
13,Georgia,0,42.3,35.5,26.7,40.1
14,New Hampshire,0,30.9,31.5,47.1,27.4
15,North Carolina,0,50.6,65.9,50.9,52.4
16,New Jersey,0,67.7,79.1,63.4,71.1
17,Colorado,0,168.4,176.4,216.6,156.2
18,Maryland,0,54.9,62.9,72.3,90.1
19,Nevada,0,62.5,50.8,42,53.1
20,Tennessee,0,58,64.4,75.2,75.7
21,Hawaii,0,3,2.9,2.2,4.5
22,Indiana,0,79,83.1,80.8,82.1
23,Kentucky,0,105,108.3,68.3,73.1
24,Minnesota,0,41.3,43.5,35.4,45.1
25,Oklahoma,0,37.3,31.7,27.1,27.1
26,Pennsylvania,0,161.8,209.4,128,163.7
27,South Carolina,0,40.3,41.5,48.5,47.1
28,District of Columbia,0,2.7,2.7,2.4,3.6
29,Kansas,0,24.1,23.3,29.4,28.1
30,Missouri,0,64,61.4,55.2,57.6
31,Vermont,0,7.6,7.2,6.2,6
32,Virginia,0,72.5,75.7,83.6,90.3
33,Connecticut,0,54.2,50.2,57.9,67.3
34,Iowa,0,14.9,11.4,8.3,10.1
35,Louisiana,0,30.5,29.9,19.5,23.7
36,Ohio,0,99.1,102.7,105.2,87.7
37,Michigan,0,145,132.7,129.8,160.2
38,South Dakota,0,5.3,6.7,5.6,5.8
39,Arkansas,0,44.3,44.7,36.6,38
40,Delaware,0,8.1,5.8,5.7,4
41,Mississippi,0,28.5,24.6,32.1,29.6
42,New Mexico,0,60,62.4,61.9,65.2
43,North Dakota,0,2.5,2.2,2.4,2.8
44,Wyoming,0,4.2,3.6,3.8,3.5
45,Alaska,0,0.9,1.1,1.4,1.6
46,Maine,0,30.1,30.2,22.7,17.9
47,Alabama,0,12.5,14.7,14.7,17.1
48,Idaho,0,15.7,15.5,18.2,16.3
49,Montana,0,18.2,21,18.7,16.7
50,Puerto Rico,0,57.7,51,28.1,44.6
51,Virgin Islands,0,0,0,0,0
53,West Virginia,0,54.3,55.9,56,50.7
US,US,0,3521.4,3737.2,3699.2,3710.9
