id,State,dummy,284,291,298,305
0,Washington,0,62.5,54.1,47.9,40.3
1,Illinois,0,35.9,37.8,51.9,64.9
2,California,0,434.6,503.3,444.4,332.5
3,Arizona,0,218.4,187.9,121,122.5
4,Massachusetts,0,50.4,51.4,45.1,45.8
5,Wisconsin,0,16.4,18,30.4,33.5
6,Texas,0,116.2,116.8,121.5,121.7
7,Nebraska,0,4.8,5.4,5.8,5.8
8,Utah,0,5.2,0.9,3.1,6.9
9,Oregon,0,13.1,11.7,10,8.8
10,Florida,0,707.7,656,530.7,375.3
11,New York,0,130.1,116.7,99.2,77.8
12,Rhode Island,0,10.6,14.7,11.5,9.3
13,Georgia,0,65.1,66.6,71.2,69.5
14,New Hampshire,0,6.5,6,5,5.2
15,North Carolina,0,28.7,24.9,26.6,40.2
16,New Jersey,0,55.6,43.1,37,39.9
17,Colorado,0,62.4,50.5,59.6,40.5
18,Maryland,0,16.8,16.1,24.9,34.3
19,Nevada,0,71.2,47.7,40.4,36.8
20,Tennessee,0,21.3,27,23.5,30.6
21,Hawaii,0,5.4,5,9.8,4.7
22,Indiana,0,25.8,19.4,22.2,18
23,Kentucky,0,26.8,20,24.2,31.3
24,Minnesota,0,5.9,6,6.3,3.5
25,Oklahoma,0,30.7,28.7,31.6,25.9
26,Pennsylvania,0,49.1,45.1,53,64.7
27,South Carolina,0,32.7,33.2,30.3,30.8
28,District of Columbia,0,4.7,3.2,3.9,4.4
29,Kansas,0,3.7,4.1,3.5,3.4
30,Missouri,0,32.2,27.3,32.8,49.9
31,Vermont,0,0.4,0.1,0.6,0.3
32,Virginia,0,31.2,33.3,33.1,19.4
33,Connecticut,0,21.8,18.5,13.4,18.2
34,Iowa,0,3.9,4.7,5.3,5.1
35,Louisiana,0,14.9,11.6,12.8,14.4
36,Ohio,0,43.5,41.6,35.6,45.2
37,Michigan,0,55.9,47.2,50.5,56.9
38,South Dakota,0,2.1,2.6,4.3,4.7
39,Arkansas,0,22.6,20.5,21.7,24.2
40,Delaware,0,6.8,8.6,8.5,10.1
41,Mississippi,0,21.3,21.5,20.4,16.4
42,New Mexico,0,48.8,42.6,27,18
43,North Dakota,0,0.5,2.7,0.9,1.6
44,Wyoming,0,10.8,9.6,10.6,8.2
45,Alaska,0,0.4,0.2,0.5,0
46,Maine,0,9.1,9,8.9,10.4
47,Alabama,0,19.4,19.9,29.4,27.4
48,Idaho,0,4.8,6.4,5.4,5.8
49,Montana,0,23.4,20.4,19.9,12.1
50,Puerto Rico,0,30.3,30.4,24.6,25.2
51,Virgin Islands,0,0,0,0,0
53,West Virginia,0,4.3,4.9,9,9.8
US,US,0,2727.3,2604.9,2370.9,2112.2
