id,State,dummy,214,221,228,235
0,Washington,0,3,4.4,6.6,5.9
1,Illinois,0,23.4,23.6,27.5,38.7
2,California,0,56,66.2,72.7,92.6
3,Arizona,0,13.9,11.8,13,12.4
4,Massachusetts,0,20.9,18.9,18.4,19
5,Wisconsin,0,12.1,11.9,12,10.6
6,Texas,0,87.8,114.4,178.7,147.9
7,Nebraska,0,5.2,4.1,3.9,3.5
8,Utah,0,9.7,11.8,12.6,15.2
9,Oregon,0,2.6,3.3,3,4.2
10,Florida,0,61.6,56.1,59.2,81.9
11,New York,0,26,23.5,24.8,31.2
12,Rhode Island,0,0.3,0.3,0.5,0.3
13,Georgia,0,24.3,24.6,22.6,20.2
14,New Hampshire,0,2.5,2.5,1.8,1.5
15,North Carolina,0,13.9,17.4,16.9,11.2
16,New Jersey,0,15.8,13.3,11.7,15.7
17,Colorado,0,7.5,6.2,4.5,5.6
18,Maryland,0,6.2,6.2,7.4,10.9
19,Nevada,0,5.6,5.2,4.5,3.7
20,Tennessee,0,12.9,13.7,12,13.9
21,Hawaii,0,0.4,0.6,0.6,0.4
22,Indiana,0,12.2,13.3,11.2,10.2
23,Kentucky,0,8.6,8.4,7.3,7.2
24,Minnesota,0,12.6,13.4,11.8,9.1
25,Oklahoma,0,13.2,10.7,8.3,7.8
26,Pennsylvania,0,30.6,28.1,26.4,25.9
27,South Carolina,0,9.9,8.8,9.1,12
28,District of Columbia,0,1.2,2.3,1.3,2.5
29,Kansas,0,9.8,8,7.9,10.4
30,Missouri,0,47.7,59.2,63.1,71.7
31,Vermont,0,0.6,0.4,0.6,0.5
32,Virginia,0,24.8,25.5,22,21.7
33,Connecticut,0,4.6,4.6,4.2,4.3
34,Iowa,0,17.9,25.2,19.5,27.8
35,Louisiana,0,15.8,14.1,12.3,18.8
36,Ohio,0,17.9,20,19.6,17.8
37,Michigan,0,19.4,20.5,18,14.8
38,South Dakota,0,2.8,1.8,3,2.2
39,Arkansas,0,16,13.4,20.4,8.3
40,Delaware,0,3.1,2.8,3,3.1
41,Mississippi,0,14.7,10.9,16.2,15.5
42,New Mexico,0,2.7,2.3,3.5,3.3
43,North Dakota,0,2.2,2.6,1.9,2.2
44,Wyoming,0,0.4,0.7,1,0.3
45,Alaska,0,0.8,0.1,0.5,0.6
46,Maine,0,1.2,1.1,1.1,1.1
47,Alabama,0,7.4,9,7.8,8.6
48,Idaho,0,4.3,7.3,7.5,13.6
49,Montana,0,1.8,1.8,1.4,2.1
50,Puerto Rico,0,7.1,6.5,5.4,4.8
51,Virgin Islands,0,0,0.1,0.1,0
53,West Virginia,0,4.3,3.8,2.5,3.1
US,US,0,727.4,766.9,832.8,878
