id,State,425,431,438,445,452
US,US,0,4462,4462,4462,4462
47,Alabama,0,289,289,289,4462
45,Alaska,0,8,8,8,4462
3,Arizona,0,62,62,62,4462
39,Arkansas,0,86,86,86,4462
2,California,0,220,220,220,4462
17,Colorado,0,32,32,32,4462
33,Connecticut,0,69,69,69,4462
40,Delaware,0,8,8,8,4462
28,District of Columbia,0,11,11,11,4462
10,Florida,0,266,266,266,4462
13,Georgia,0,174,174,174,4462
21,Hawaii,0,8,8,8,4462
48,Idaho,0,1,1,1,4462
1,Illinois,0,106,106,106,4462
22,Indiana,0,104,104,104,4462
34,Iowa,0,18,18,18,4462
29,Kansas,0,19,19,19,4462
23,Kentucky,0,65,65,65,4462
35,Louisiana,0,188,188,188,4462
46,Maine,0,3,3,3,4462
18,Maryland,0,95,95,95,4462
4,Massachusetts,0,21,21,21,4462
37,Michigan,0,49,49,49,4462
24,Minnesota,0,30,30,30,4462
41,Mississippi,0,159,159,159,4462
30,Missouri,0,45,45,45,4462
49,Montana,0,5,5,5,4462
7,Nebraska,0,17,17,17,4462
19,Nevada,0,15,15,15,4462
14,New Hampshire,0,0,0,0,4462
16,New Jersey,0,74,74,74,4462
42,New Mexico,0,56,56,56,4462
11,New York,0,110,110,110,4462
15,North Carolina,0,242,242,242,4462
43,North Dakota,0,1,1,1,4462
36,Ohio,0,122,122,122,4462
25,Oklahoma,0,65,65,65,4462
9,Oregon,0,5,5,5,4462
26,Pennsylvania,0,186,186,186,4462
12,Rhode Island,0,0,0,0,4462
27,South Carolina,0,161,161,161,4462
38,South Dakota,0,9,9,9,4462
20,Tennessee,0,148,148,148,4462
6,Texas,0,744,744,744,4462
8,Utah,0,11,11,11,4462
31,Vermont,0,0,0,0,4462
32,Virginia,0,177,177,177,4462
0,Washington,0,33,33,33,4462
53,West Virginia,0,49,49,49,4462
5,Wisconsin,0,16,16,16,4462
44,Wyoming,0,5,5,5,4462
50,Puerto Rico,0,75,75,75,4462
51,Virgin Islands,0,0,0,0,4462
